part_id,element_id,qty,price,name,link
2357,235726,4,0.04,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84891667
6134,4124096,2,0.02,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=82460878
4079,407926,4,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=85428707
32018,4107558,2,0.2,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=83686927
32529,4144023,4,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84374687
3738,373826,6,0.07,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=82301916
6636,663626,2,0.08,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84752410
47905,4213574,2,0.07,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=85428962
3710,4211001,25,0.04,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84752452
2436,4282740,5,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=73683118
30303,4211611,2,0.04,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=82297173
3665,4211437,2,0.02,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=80397423
32530,4207715,5,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=65760211
32269,4514555,4,0.17,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84752581
3069b,4113854,12,0.04,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=83637353
3070b,3003944,10,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=80378942
6091,609101,12,0.08,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=78847233
6081,608101,19,0.1,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=79716656
2877,287701,12,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84752606
30360,4215142,4,0.1,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=75093003
3960,396001,4,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84752612
43337,4173477,3,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=79372461
4477,447701,10,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84939852
3023,302301,82,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=85296455
3666,366601,19,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84983770
3021,302101,4,0.02,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84988476
3032,303201,7,0.1,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84987323
30357,4550745,2,0.22,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84898400
4510,4501853,2,0.11,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=83303024
60477,4515359,4,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=70992984
85984,4547489,11,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=82353541
4287,428701,4,0.02,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=83303032
32184,6114940,8,0.05,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=81972178
3703,4508661,4,0.6,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84859120
3701,370101,2,0.04,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84896716
2431,243101,13,0.06,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=85094474
51739,4249506,2,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=74785739
41769,4160857,3,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=74446398
59443,4519010,8,0.03,"The Bricky",http://bricklink.com/store.asp?p=landers&itemID=84375130
3009,300926,4,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=84881297
3623,362326,8,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85068808
3460,346026,10,0.04,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85343019
3795,379526,7,0.04,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85345123
61409,4541191,8,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=79144819
3706,370626,16,0.02,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=83696860
973pr1420c01,4533104,1,4.0,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=84473317
32018,4211137,2,0.22,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=76650724
6587,4566927,4,0.02,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=79144711
2714,4211859,4,0.05,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=73435974
6231,4215513,6,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=81733386
3023,4211398,8,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85061908
3021,4211396,10,0.05,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85342333
6541,4211535,21,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=81890622
2412b,4211350,7,0.02,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=81897919
3001,300101,10,0.04,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85401457
3938,393801,2,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85067411
4865a,486501,28,0.02,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=79144885
3710,371001,24,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=85379929
54200,4504369,15,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=83711816
3070b,3003944,1,0.03,"Brix Shack",http://bricklink.com/store.asp?p=electricbaer&itemID=73092302
3455,345526,4,0.04,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=80002512
4477,447726,4,0.05,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85202683
3710,371026,4,0.02,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85202672
3029,302926,2,0.18,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85022907
4073,614126,18,0.01,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85008660
3702,370226,4,0.05,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85336402
54200,4244373,16,0.03,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=84630523
32526,4210753,8,0.06,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=79454606
3894,4210917,2,0.06,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85415360
30374,6116608,4,0.08,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=84996015
3022,4211397,2,0.02,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85260150
3020,4211395,6,0.03,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85260324
32054,4140806,8,0.02,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85026709
30374,4124108,1,0.1,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=84631631
54200,4260942,1,0.02,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=73631251
3795,379501,5,0.03,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85268369
4073,614126,1,0.01,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=85008660
54200,4244373,1,0.03,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=84630523
54200,4260942,1,0.02,"JCs Brick House",http://bricklink.com/store.asp?p=mutiny0930&itemID=73631251
3023,302326,10,0.02,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=59942886
3021,302126,5,0.03,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=59938940
3705,370526,6,0.01,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=60077617
62462,4526982,4,0.04,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=65778250
48288,4221750,1,2.25,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=82597510
6558,4514553,108,0.02,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=85115008
3648b,4514558,8,0.3,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=67117580
3626bpr0639,4569757,1,2.5,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=83651769
4599b,4211503,4,0.05,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=82543978
6636,4211549,3,0.1,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=77447834
30374,4124054,1,0.06,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=77193213
3010,301001,19,0.05,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=84452630
3941,614301,8,0.05,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=64197898
3069b,306901,14,0.06,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=84928719
3713,4211622,1,0.01,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=60077056
4274,4211483,1,0.01,"SillieJillies",http://bricklink.com/store.asp?p=SillieJillie&itemID=63132777
3004,300426,20,0.03,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=83846743
3626b,362626,1,0.17,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=84823744
3708,370826,6,0.1,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=79338683
3709,4227398,4,0.03,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=80146752
3006,4211390,2,0.25,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=80374835
2877,4211383,2,0.03,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=82383395
3832,4211462,5,0.1,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=80374610
3660,4211436,2,0.03,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=80369616
4716,4211510,4,0.1,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=80334402
3832,383201,5,0.1,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=77542372
3068b,306801,4,0.07,"Well Played",http://bricklink.com/store.asp?p=kurigan&itemID=84324940
32530,4210763,2,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=76277214
4073,3005744,3,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=74932805
30377,4260649,4,0.06,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=78869305
2540,4140583,2,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=79125420
30586,4500878,1,0.15,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=85379045
3665,366501,6,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=65822918
2412b,241201,11,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=85181158
64225,4567878,2,0.14,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=79226487
2780,278026,2,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=76346434
3070b,4211415,1,0.05,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=84516446
4073,3005744,1,0.01,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=74932805
3070b,307001,1,0.04,"LoosePlates",http://bricklink.com/store.asp?p=ronhat&itemID=84516207
3069bpr0070,4162982,4,0.12,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=74051513
3024,4210719,4,0.05,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=85157335
3009,300901,25,0.08,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=84646710
3460,346001,19,0.07,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=80610641
32028,4249563,6,0.06,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=84196872
30249,6108594,5,0.12,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=23221326
4599b,459901,4,0.04,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=84427420
6636,663601,9,0.07,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=84317035
973pr0520c01,4275255,1,0.99,"The Brick Layers",http://bricklink.com/store.asp?p=fableoner&itemID=77105333
58247,4498713,1,0.15,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85291891
973pr1263c01,4293278,1,2.45,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=70352514
2420,4211353,4,0.05,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85203384
3036,4211408,1,0.15,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85203570
61678,4532593,2,0.06,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85274510
32525,4611705,10,0.18,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=79443554
2431,4211356,4,0.1,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85203594
3622,362201,58,0.06,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=79566102
2357,235701,6,0.06,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=75331200
30408pr0002,4142954,1,2.25,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=76005105
3623,362301,28,0.07,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85018863
62462,4526981,8,0.05,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=80567468
89762,4581453,2,0.3,"Papas Bricks",http://bricklink.com/store.asp?p=carnold47usa&itemID=85198115
3035,303526,2,0.1,"Cali-Bricks2",http://bricklink.com/store.asp?p=Cali_Bricks2&itemID=13377248
32524,4155458,6,0.08,"Cali-Bricks2",http://bricklink.com/store.asp?p=Cali_Bricks2&itemID=13303347
3004,4211388,6,0.05,"Cali-Bricks2",http://bricklink.com/store.asp?p=Cali_Bricks2&itemID=78110464
3009,4211393,6,0.09,"Cali-Bricks2",http://bricklink.com/store.asp?p=Cali_Bricks2&itemID=14272012
6215,621501,4,0.03,"Cali-Bricks2",http://bricklink.com/store.asp?p=Cali_Bricks2&itemID=13223299
3030,303026,2,0.12,"HELGETOWN BUILDER'S CLUB",http://bricklink.com/store.asp?p=jod27&itemID=81959081
3660,366026,5,0.02,"HELGETOWN BUILDER'S CLUB",http://bricklink.com/store.asp?p=jod27&itemID=32856040
32270,4177431,4,0.05,"HELGETOWN BUILDER'S CLUB",http://bricklink.com/store.asp?p=jod27&itemID=11696659
970c00,4570433,1,0.25,"HELGETOWN BUILDER'S CLUB",http://bricklink.com/store.asp?p=jod27&itemID=13081773
2419,241901,1,0.01,"HELGETOWN BUILDER'S CLUB",http://bricklink.com/store.asp?p=jod27&itemID=11677075
3022,302226,10,0.01,"Nuts 4 Bricks",http://bricklink.com/store.asp?p=Nuts4Bricks&itemID=83642465
3666,4211056,2,0.03,"Nuts 4 Bricks",http://bricklink.com/store.asp?p=Nuts4Bricks&itemID=84896590
3034,4211406,2,0.05,"Nuts 4 Bricks",http://bricklink.com/store.asp?p=Nuts4Bricks&itemID=84858314
3020,302001,2,0.01,"Nuts 4 Bricks",http://bricklink.com/store.asp?p=Nuts4Bricks&itemID=85419245
4286,428601,2,0.01,"Nuts 4 Bricks",http://bricklink.com/store.asp?p=Nuts4Bricks&itemID=83578838
3937,4211469,4,0.04,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=80796352
3623,4211429,4,0.05,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=84150160
6629,4255613,6,0.07,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=81959015
3901,4124069,1,0.26,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=82536761
60479,4514842,9,0.14,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=81970686
3030,303001,4,0.3,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=84414329
3035,303501,7,0.23,"Grumpy Grandpas Bricks",http://bricklink.com/store.asp?p=abba352&itemID=84769016
3622,4211428,4,0.05,"Rainbowbrickmaster",http://bricklink.com/store.asp?p=Rainbowuser&itemID=83640529
3666,4211438,15,0.07,"Rainbowbrickmaster",http://bricklink.com/store.asp?p=Rainbowuser&itemID=79822574
3004,300401,45,0.03,"Rainbowbrickmaster",http://bricklink.com/store.asp?p=Rainbowuser&itemID=83244953
87079,4560178,7,0.18,"Rainbowbrickmaster",http://bricklink.com/store.asp?p=Rainbowuser&itemID=82469690
2412b,4210631,18,0.02,"Im Selling Your Bricks",http://bricklink.com/store.asp?p=AllAboutTheBric&itemID=79153965
60470a,4556157,2,0.02,"Im Selling Your Bricks",http://bricklink.com/store.asp?p=AllAboutTheBric&itemID=79908988
32524,4506043,4,0.12,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=82067782
2654,4613980,3,0.02,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=74590741
3024,302401,106,0.07,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=74130619
3685,6108596,10,3.3,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=84526601
32278,4227533,30,0.66,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=84526610
32523,4208160,31,0.07,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=82585007
40490,4156341,30,0.28,"BARGAIN PARTS",http://bricklink.com/store.asp?p=Audi&itemID=84526609
87083,4560177,6,0.02,"Axaday",http://bricklink.com/store.asp?p=axaday&itemID=84743841
32291,4210655,4,0.03,"Axaday",http://bricklink.com/store.asp?p=axaday&itemID=84743843
60478,4515369,4,0.01,"Axaday",http://bricklink.com/store.asp?p=axaday&itemID=84982170
4081b,4632566,2,0.02,"Axaday",http://bricklink.com/store.asp?p=axaday&itemID=84982038
60477,4515362,16,0.07,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=82371240
3700,4211111,12,0.02,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=83960441
2921,4225532,2,0.03,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=81274133
33299a,4211688,2,0.04,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=84390893
4274,4211483,58,0.02,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=78684886
32449,4144138,20,0.1,"SandLBricks",http://bricklink.com/store.asp?p=SandLbricks&itemID=83677961
43898,4179580,2,0.08,"Brick Dancers",http://bricklink.com/store.asp?p=mnpumar&itemID=83458034
41770,4161326,3,0.03,"Brick Dancers",http://bricklink.com/store.asp?p=mnpumar&itemID=83344072
50231,4124171,1,0.92,"Snark Bricks",http://bricklink.com/store.asp?p=SnarkBricks&itemID=80097191
6632,4211566,4,0.05,"Snark Bricks",http://bricklink.com/store.asp?p=SnarkBricks&itemID=84262679
43093,4206482,12,0.01,"Bricks of NC",http://bricklink.com/store.asp?p=BricksOfNC&itemID=77514087
54200,4521921,20,0.03,"Bricks of NC",http://bricklink.com/store.asp?p=BricksOfNC&itemID=78151568
3713,4211622,18,0.01,"Bricks of NC",http://bricklink.com/store.asp?p=BricksOfNC&itemID=78148114
54200,4521921,1,0.03,"Bricks of NC",http://bricklink.com/store.asp?p=BricksOfNC&itemID=78151568
43337,4211769,4,0.04,"L and M Brick",http://bricklink.com/store.asp?p=landmbrick&itemID=75299661
3957a,395701,6,0.03,"L and M Brick",http://bricklink.com/store.asp?p=landmbrick&itemID=78394486
4162,416226,2,0.04,"Tristan's Mart",http://bricklink.com/store.asp?p=Terraz&itemID=85268589
3070b,4211415,4,0.02,"Tristan's Mart",http://bricklink.com/store.asp?p=Terraz&itemID=85268050
30377,4260649,1,0.02,"Tristan's Mart",http://bricklink.com/store.asp?p=Terraz&itemID=84180117
3710,4211445,1,0.03,"The Buried Treasure Store",http://bricklink.com/store.asp?p=wrsfrvr&itemID=63999724
54200,4504369,1,0.02,"The Buried Treasure Store",http://bricklink.com/store.asp?p=wrsfrvr&itemID=83855855
973pr1469c01,4548726,1,2.41,"Got Brick?",http://bricklink.com/store.asp?p=Dalika&itemID=84262985
48183,4240013,8,0.04,"Got Brick?",http://bricklink.com/store.asp?p=Dalika&itemID=80542138
55013,4499858,22,0.05,"PREMIERE BRICKS",http://bricklink.com/store.asp?p=Scotts&itemID=58008930
3029,4168072,12,0.49,"PREMIERE BRICKS",http://bricklink.com/store.asp?p=Scotts&itemID=53474107
6541,654101,133,0.07,"PREMIERE BRICKS",http://bricklink.com/store.asp?p=Scotts&itemID=84104978
3032,303226,1,0.04,"Bricksalot",http://bricklink.com/store.asp?p=Thorlan62&itemID=79201392
3626cpr0635,4569715,1,2.5,"Bricksalot",http://bricklink.com/store.asp?p=Thorlan62&itemID=78335576
3034,303401,1,0.03,"Bricksalot",http://bricklink.com/store.asp?p=Thorlan62&itemID=83700246
973pr1418c01,4533060,1,1.7,"Brick Fairy",http://bricklink.com/store.asp?p=Janice77&itemID=59531497
3010,4211394,11,0.06,"Set Apart",http://bricklink.com/store.asp?p=youheardit&itemID=85120704
3035,4211407,1,0.1,"Find a brick you need",http://bricklink.com/store.asp?p=lordjang&itemID=81050792
6267,4566531,1,1.1,"Big DH Toys",http://bricklink.com/store.asp?p=bigdh&itemID=18326227
2780,278026,133,0.01,"Brickpicks",http://bricklink.com/store.asp?p=Rampager&itemID=23590460
32324,4211640,4,0.17,"RHB",http://bricklink.com/store.asp?p=RHB&itemID=36116674
2449,4216248,2,0.09,"4 Button's bricks",http://bricklink.com/store.asp?p=fourbuttons&itemID=84675830
3707,370726,19,0.04,"1 Pitz Playhouse",http://bricklink.com/store.asp?p=pitz8008&itemID=78667133
30135,4113267,1,0.58,"brixalotl",http://bricklink.com/store.asp?p=Brixalotl&itemID=74691785
30135,4272033,1,0.51,"brixalotl",http://bricklink.com/store.asp?p=Brixalotl&itemID=74691784
3649,4285634,8,0.95,"brixalotl",http://bricklink.com/store.asp?p=Brixalotl&itemID=69235998
4070,4211476,8,0.05,"Father & Son Bricks",http://bricklink.com/store.asp?p=McBricks&itemID=84958457
4162,416201,15,0.09,"The Building Block Shop",http://bricklink.com/store.asp?p=Rhaub&itemID=61566224
3024,4211399,16,0.05,"TaylorToyz",http://bricklink.com/store.asp?p=Taylorericj&itemID=76794859
3958,4144012,4,0.31,"A Lot of Bricks",http://bricklink.com/store.asp?p=pdx1rdr&itemID=84553725
970c00,4569093,3,0.23,"CJ Bricks",http://bricklink.com/store.asp?p=JSchultz1111&itemID=82870827
30414,4143254,17,0.1,"CJ Bricks",http://bricklink.com/store.asp?p=JSchultz1111&itemID=80131114
3702,370224,6,0.08,"CJ Bricks",http://bricklink.com/store.asp?p=JSchultz1111&itemID=79868452
2449,4532972,12,0.43,"BrickFerret",http://bricklink.com/store.asp?p=RogueNine&itemID=85401675
3001,4211385,19,0.12,"Everything StarWars & More",http://bricklink.com/store.asp?p=mach1baby&itemID=78987377
30368,4124172,1,2.5,"Castle of Bricks",http://bricklink.com/store.asp?p=Yosef_Sofer&itemID=77819308
41677,4163533,40,0.07,"BricksByBambino",http://bricklink.com/store.asp?p=BambinoBricks&itemID=85289056
3794b,379401,12,0.06,"Drop Bear Bricks",http://bricklink.com/store.asp?p=Geniac&itemID=78581205
3626bpr0472,4296305,1,1.21,"Brick Fix",http://bricklink.com/store.asp?p=Nushbomber&itemID=84206013
6588,4142824,4,1.18,"ACE of BRICKS",http://bricklink.com/store.asp?p=ou_sooners_1&itemID=16537360
2454a,245401,52,0.08,"BrownsSuperBrickStore",http://bricklink.com/store.asp?p=liisb&itemID=85344105
3008,300801,16,0.01,"C.M.D. Bricks",http://bricklink.com/store.asp?p=Dee4771&itemID=85379828
32064b,-1,2,0,"",http://bricklink.com
4085c,-1,12,0,"",http://bricklink.com
4460,-1,14,0,"",http://bricklink.com
4460,-1,37,0,"",http://bricklink.com
32123b,-1,1,0,"",http://bricklink.com
3703,370326,10,0.89,"WonderBricks!",http://bricklink.com/store.asp?p=Wonderbrix&itemID=85316131
3070b,307001,12,0.07,"Brick-N-Brac",http://bricklink.com/store.asp?p=jenwick&itemID=83295044
3046a,4211846,2,0.63,"A1 Brick Shop",http://bricklink.com/store.asp?p=gadreamin&itemID=84105361
6112,611201,14,0.31,"The Brick Rapids",http://bricklink.com/store.asp?p=pfish&itemID=84531874
6183,4581717,32,0.26,"Toy Brick Brigade",http://bricklink.com/store.asp?p=ToyBrickBrigade&itemID=31465454
6111,611101,8,0.13,"Janets Artworks",http://bricklink.com/store.asp?p=janetsartworks&itemID=76690643
32348,4509912,32,1.61,"Planet Brickâ„¢",http://bricklink.com/store.asp?p=PlanetBrick&itemID=22942796
3626bpr0632,4569486,1,0.39,"Soonerfan Toys",http://bricklink.com/store.asp?p=soonerfan&itemID=84390209
